gross,name
9449219,She's the One
3794000,Barb Wire
295493,Freeway
26906039,Spy Hard
3594848,The Trigger Effect
21600000,The Quest
18573791,The Fan
5587855,Bordello of Blood
2923982,Waiting for Guffman
24506082,Fly Away Home
11092559,Michael Collins
10300000,White Squall
33609000,Muppet Treasure Island
258263,Foxfire
13417292,Secrets & Lies
13269963,Lone Star
18876581,Kazaam
3692836,The Portrait of a Lady
26792700,Eye for an Eye
17883659,The Crow: City of Angels
21162420,Bulletproof
13052741,Ghosts of Mississippi
32377000,Black Sheep
20550712,Chain Reaction
5200600,Jane Eyre
11500000,Mulholland Falls
20100000,The Glimmer Man
9871065,Dunston Checks In
41252428,The Mirror Has Two Faces
34073143,The Truth About Cats & Dogs
21397954,A Very Brady Sequel
51088705,Up Close & Personal
49142277,Homeward Bound II: Lost in San Francisco
1500000,Beautiful Thing
20047715,Flipper
48102795,The Preacher's Wife
12767815,The Evening Star
726207,SubUrbia
6970578,House Arrest
63071133,Beavis and Butt-Head Do America
4611624,Joe's Apartment
1055525,Bad Moon
26539321,Harriet the Spy
19119165,Mother
14752141,The Substitute
34746109,A Thin Line Between Love and Hate
14891000,Flirting with Disaster
22754725,The Juror
30356793,Sgt. Bilko
3102672,Feeling Minnesota
14502483,Maximum Risk
8289972,Larger Than Life
15318863,Police Story 4: First Strike
22294341,My Fellow Americans
15094530,The Adventures of Pinocchio
405144,Jude
19030691,Bed of Roses
17000000,Diabolique
5600000,Mary Reilly
2560471,Brassed Off
5612586,The Pallbearer
17305211,Extreme Measures
14481231,In Love and War
695229,Trees Lounge
153155,Citizen Ruth
8797839,Before and After
1002175,Shiloh
7874000,The Great White Hype
6288000,Ed
26459681,First Kid
2780278,Unforgettable
9881286,Night Falls on Manhattan
14551359,The Chamber
2409225,Lawnmower Man 2: Beyond Cyberspace
20951277,High School High
72844,Mr. Toad's Wild Ride
20200000,City Hall
12350030,Mr. Wrong
11567023,Alaska
3363968,Moll Flanders
551545,Twelfth Night or What You Will
17100000,Fled
4137645,To Gillian on Her 37th Birthday
1227324,The Funeral
465417,Kissed
4903000,Girl 6
49620,Curdled
1075288,Blood and Wine
5005000,Heaven's Prisoners
12772657,The Associate
31356117,Eddie
80026,Mad Dog Time
2415593,The Stupids
516350,Boys
10070000,Mrs. Winterbourne
1814290,I Shot Andy Warhol
12491455,Black Mask
23107,The Sunchaser
8620500,All Dogs Go to Heaven 2
326308,Albino Alligator
220198,Santa with Muscles
502313,Manny & Lo
3308758,Carpool
392362,Mother Night
10700000,Two If by Sea
621093,The Van
720717,Box of Moon Light
608032,Some Mother's Son
684351,Bloodsport 2
328452,The Eighth Day
2002000,Surviving Picasso
592871,Two Much
1945552,Race the Sun
616663,It's My Party
2503829,Ridicule
8538318,The Rich Man's Wife
290978,Carried Away
4357000,Bogus
1263945,Phat Beach
44722,The War at Home
315752,Caught
1353824,Kansas City
32212,Head Above Water
32925,Love Is All There Is
2653000,Kids in the Hall: Brain Candy
196927,A Summer's Tale
9255027,Celtic Pride
454720,La Promesse
4635344,If Lucy Fell
106606,The Secret Agent
191164,Irma Vep
5858000,Last Dance
9676677,Shall We Dance?
12643776,The Spitfire Grill
4932915,Solo
883973,Female Perversions
1007306,Mystery Science Theater 3000: The Movie
658672302,Titanic
138433435,Good Will Hunting
63540020,The Fifth Element
17626234,The Postman
99046791,Hercules
57598247,Life Is Beautiful
54814377,Starship Troopers
100920329,Contact
1400000,Lolita
101117573,Con Air
26400640,Boogie Nights
250690539,Men in Black
64616940,L.A. Confidential
107325195,Batman & Robin
112225777,Face/Off
48323648,The Game
12339633,Gattaca
2375308,Princess Mononoke
60984028,The Devil's Advocate
72586134,I Know What You Did Last Summer
39673162,Jackie Brown
47748610,Alien Resurrection
229086679,The Lost World: Jurassic Park
26673242,Event Horizon
125332007,Tomorrow Never Dies
58406347,Anastasia
49323468,Volcano
41909762,Donnie Brasco
148478011,As Good as It Gets
53883989,Austin Powers: International Man of Mystery
3796699,Por el lado oscuro del camino
45856732,The Rainmaker
181410615,Liar Liar
501818,El cubo
67127760,Dante's Peak
35422828,Selena
54967359,Spawn
127120029,My Best Friend's Wedding
27779888,The Edge
101363301,Scream 2
29205077,Romy and Michele's High School Reunion
9217930,Mrs Brown
65885767,Anaconda
19820,Gummo
44175394,Amistad
105263257,George of the Jungle
172956409,Air Force One
25480490,Mimic
30882515,Home Alone 3
582024,Orgazmo
45319423,Bean
112536,Perfect Blue
37957682,Seven Years in Tibet
925402,Children of Heaven
28014536,Grosse Pointe Blank
48169156,G.I. Jane
45950122,The Full Monty
60527873,Kiss the Girls
12006514,Chasing Amy
29342592,Spice World
50007168,Absolute Power
35927406,Mortal Kombat: Annihilation
44886089,Cop Land
63856929,In & Out
368234,Open Your Eyes
7837632,The Ice Storm
54930280,The Jackal
6633400,Camino sin retorno
41198146,Private Parts
23687907,Good Burger
25078937,Midnight in the Garden of Good and Evil
43022524,Wag the Dog
61355436,The Saint
48608066,Speed 2: Cruise Control
36429528,Vegas Vacation
42868348,The Devil's Own
75982834,Conspiracy Theory
22359293,The Borrowers
59925026,Jungle 2 Jungle
50129186,Breakdown
92977226,Flubber
61917389,Mousehunt
29291566,Fools Rush In
15448043,RocketMan
31058643,Picture Perfect
41263140,The Peacemaker
23461013,Hoodlum
1710972,Steel
5799672,The Boxer
2157701,Wilde
5936344,Inventing the Abbotts
26570463,An American Werewolf in Paris
15719109,Wishmaster
1535558,Live Flesh
31235710,Beverly Hills Ninja
16228448,Fire Down Below
24629916,Air Bud
33956608,The Relic
5479037,Gridlock'd
43490057,Soul Food
41067398,Money Talks
6482195,Switchback
125397,The Night Flier
10569071,Deconstructing Harry
44455658,Nothing to Lose
5532301,Kundun
861789,The Castle
3252652,Dulce porvenir
233986,Fireworks
11438337,Double Team
13960203,How to Be a Player
7324662,Wild America
14327206,Excess Baggage
7240837,B*A*P*S
1950218,Two Girls and a Guy
4266243,A Life Less Ordinary
791830,Anna Karenina
187508,Happy Together
4052347,Playing God
6448817,Warriors of Virtue
22415440,Red Corner
20060051,Booty Call
13801755,The Man Who Knew Too Little
13104494,Rosewood
7221836,Sin embargo es adorable
221173,Insomnia
9381260,Fierce Creatures
372341,Bent
25826788,Murder at 1600
5790448,Gang Related
1200000,Nightwatch
540063,The Assignment
1692872,Suicide Kings
27354,Nowhere
13600,Fever Pitch
532190,Prefontaine
12674183,Mr. Nice Guy
247745,The Real Blonde
8119205,A Simple Wish
34656904,Addicted to Love
21382456,Mr. Magoo
5716080,One Eight Seven
207751,Bliss
3296,Knockin' on Heaven's Door
3562749,Cats Don't Dance
6302154,Affliction
14036249,FairyTale: A True Story
14821531,Eve's Bayou
8109349,Turbo: A Power Rangers Movie
13718385,The Wings of the Dove
10556196,Mad City
74188,Twin Town
3519178,Free Willy 3: The Rescue
31987563,Metro
339648,Welcome to Sarajevo
3506206,The Pest
2221994,Smilla's Sense of Snow
20733485,The Apostle
2618335,One Night Stand
7928412,A Thousand Acres
28659604,Fathers' Day
27974168,Out to Sea
572433,Deceiver
311873,Taste of Cherry
31611225,For Richer or Poorer
617403,The House of Yes
18301610,That Darn Cat
13548764,Trial and Error
94596,The Cure
3559990,8 Heads in a Duffel Bag
10200000,The Spanish Prisoner
19736932,Gone Fishin'
1495332,City of Industry
6086891,Kull the Conqueror
309,Trojan War
14708874,The Sixth Man
7183046,Zeus and Roxanne
4529843,McHale's Navy
12514138,Love Jones
2856622,In the Company of Men
10713605,Leave It to Beaver
3376403,The MatchMaker
7015240,Star Kid
11486880,The Beautician and the Beast
10005081,Buddy
106292,Lawn Dogs
3247524,A Smile Like Yours
71145,Plump Fiction
3478370,'Til There Was You
1921471,Paradise Road
1890472,Masterminds
86175,Going All the Way
9054736,Ulee's Gold
3263672,Mrs Dalloway
1822193,The Butcher Boy
2154540,Shadow Conspiracy
11466088,Turbulence
6320276,Most Wanted
2280573,Ma Vie en Rose
1338335,Henry Fool
5079851,Dangerous Ground
1508689,Oscar and Lucinda
302204,Shooting Fish
283033,The End of Violence
26347,Eight Days a Week
46362,The Last Time I Committed Suicide
673153,The Crazy Stranger
19140,The Manson Family
1710693,Washington Square
287752,Mr. Jealousy
784419,Firelight
45779,An Alan Smithee Film: Burn Hollywood Burn
11690,Breaking Up
283081,Amy Foster
33556,Digging to China
444354,Clockwatchers
212267,Still Breathing
54154,"Truth or Consequences, N.M."
713413,Character
592573,Star Maps
216540909,Saving Private Ryan
17451873,The Big Lebowski
6719864,American History X
120620254,Mulan
201573391,Armageddon
125618201,The Truman Show
3650677,"Lock, Stock and Two Smoking Barrels"
3216970,Pi
176484651,There's Something About Mary
70087718,Blade
32383850,Bride of Chucky
66308518,The Parent Trap
44619100,Meet Joe Black
46683377,Practical Magic
32940507,Mercury Rising
36400491,The Thin Red Line
14378331,Ciudad en tinieblas
29753944,Wild Things
41616262,Ronin
10680275,Fear and Loathing in Las Vegas
100317794,Shakespeare in Love
141153686,Rush Hour
115821495,You've Got Mail
161491646,The Waterboy
140464664,Deep Impact
69117629,Lost in Space
162798565,A Bug's Life
17105219,Rushmore
101217900,The Prince of Egypt
40064955,The Faculty
111549836,Enemy of the State
55485043,What Dreams May Come
37562568,Out of Sight
20241395,Vampires
94095523,The Mask of Zorro
56968902,The Man in the Iron Mask
65705771,Ever After: A Cinderella Story
80245725,The Wedding Singer
21456130,Psycho
55041738,Halloween H20: 20 Years Later
74329966,Six Days Seven Nights
25188006,Fallen
1053788,Velvet Goldmine
17411331,Perturbados
136314294,Godzilla
40568025,Pleasantville
60053195,Hope Floats
14567883,Soldier
54682547,Small Soldiers
22905674,Rounders
25339117,Can't Hardly Wait
57167405,U.S. Marshals
48482,Following
30082699,Elizabeth
26333044,Great Expectations
17278980,Half Baked
38072438,Urban Legend
70117571,Star Trek: Insurrection
13979599,Blues Brothers 2000
30324946,A Night at the Roxbury
91137662,Stepmom
130444603,Lethal Weapon 4
135026902,Patch Adams
23322832,The Avengers
144156605,Doctor Dolittle
90757863,Antz
7267585,Run Lola Run
6940185,BASEketball
55585389,Snake Eyes
44484065,El mediador
40002112,I Still Know What You Did Last Summer
83898313,The X Files
8838938,Apt Pupil
2807390,Happiness
78685114,Un ·ngel enamorado
16574731,54
2375097,Buffalo '66
67638368,A Perfect Murder
11883495,Sliding Doors
37020277,Sphere
40981289,The Siege
9473382,The Red Violin
75383563,The Horse Whisperer
14096321,Les MisÈrables
4530929,Dangerous Beauty
259127,The Legend of 1900
18967571,The Replacement Killers
100494675,The Rugrats Movie
26525834,Bulworth
1647780,The Celebration
9801782,Very Bad Things
34545030,Jack Frost
168761,Show Me Love
23031390,The Players Club
21554585,He Got Game
29767901,Madeline
299200,SLC Punk!
9975684,Dirty Work
11203026,Deep Rising
54735,I Stand Alone
19165560,Species II
16311763,A Simple Plan
7235,Los idiotas
23245840,One True Thing
27052167,The Big Hit
22717758,The Magic Sword: Quest for Camelot
18252684,Simon Birch
50632037,Mighty Joe Young
10297897,The Newton Boys
6719300,Smoke Signals
268254,Taxi
9630169,Belly
5032496,Celebrity
5881367,The Opposite of Sex
3121,Thursday
219932,Sour Grapes
56702901,A Civil Action
5657370,Phantoms
85744662,PokÈmon: The First Movie - Mewtwo Strikes Back
29106737,The Object of My Affection
348660,"Black Cat, White Cat"
19819494,Hard Rain
6390032,Gods and Monsters
18912328,The Odd Couple II
5480318,Slums of Beverly Hills
2281761,Pecker
3956212,Playing by Heart
37672350,How Stella Got Her Groove Back
13513622,Hush
22852487,Beloved
24788807,Waking Ned Devine
2643689,The Mighty
38966057,Esc·ndalo
13806137,Desperate Measures
968506,All I Wanna Do
4065116,The Dinner Game
6114928,Almost Heroes
12829351,Black Dog
19882538,Mafia!
18319860,Babe el puerquito va a la ciudad
3551208,Major League: Back to the Minors
1929168,High Art
2987297,The Last Days of Disco
15062898,Dead Man on Campus
1200000,Cousin Bette
8288513,Return to Paradise
2100000,Kuch Kuch Hota Hai
1534569,The Gingerbread Man
15030732,Twilight
777423,Without Limits
1025234,Another Day in Paradise
1200000,Get Real
631221,Strangeland
9623329,Acusado sin razÛn
13035599,Senseless
10076136,Knock Off
27008669,Paulie
15814088,Dance with Me
1796328,Hurlyburly
2147114,Tarzan and the Lost City
142783,The Acid House
1262786,Hideous Kinky
258212,Wide Awake
375805,3 Ninjas: High Noon at Mega Mountain
4595000,Little Voice
11144518,Barney's Great Adventure
5595428,Central Station
477903,Still Crazy
343023,Love Is the Devil: Study for a Portrait of Francis Bacon
215553,Homegrown
5840581,El secreto
12065985,Holy Man
106486,Eternity and a Day
1980338,Zero Effect
1211865,The General
306715,Chairman of the Board
8041665,Firestorm
504223,Lovers of the Arctic Circle
7985929,My Giant
4874838,Hilary and Jackie
20416,New Rose Hotel
378667,Head On
12213678,I'll Be Home for Christmas
9122,Hell's Kitchen
4002640,Kissing a Fool
6198916,La jugada
1242,I Want You
870751,Edge of Seventeen
10215386,Air Bud: Golden Receiver
1166199,Permanent Midnight
12413650,Why Do Fools Fall in Love
4710749,Your Friends & Neighbors
1789892,Clay Pigeons
2197921,The Impostors
121875,The Proposition
801985,After Life
30229,Free Enterprise
1923061,Goodbye Lover
34524,B. Monkey
146083,The Land Girls
21210,Safe Men
7514883,Krippendorf's Tribe
10443316,Home Fries
4308981,Meet the Deedles
8026971,Woo
258464,Twice Upon a Yesterday
124494,Six-String Samurai
5476059,Ride
113484,Rudolph the Red-Nosed Reindeer
1000000,Xiu Xiu: The Sent-Down Girl
163810,The Hi-Lo Country
21404,Immortality
346696,My Name Is Joe
9247881,Ringmaster
34488,Slappy and the Stinkers
154790,Train of Life
12903,Savior
343229,West Beirut
2285194,Dancing at Lughnasa
528972,Earth
37030102,Fight Club
130096601,American Beauty
171479930,The Matrix
136801374,The Green Mile
102561004,American Pie
55691208,Eyes Wide Shut
155247825,The Mummy
293506292,The Sixth Sense
38176108,10 Things I Hate About You
101071502,Sleepy Hollow
474544677,Star Wars: Episode I - The Phantom Menace
73648142,Deep Blue Sea
10824921,Enredos de oficina
4859475,The Virgin Suicides
38328567,Cruel Intentions
71583916,Galaxy Quest
22455976,Magnolia
206040086,Austin Powers: The Spy Who Shagged Me
55474756,Never Been Kissed
25812,The Boondock Saints
28871190,"Girl, Interrupted"
245852179,Toy Story 2
81298265,The Talented Mr. Ripley
113805681,Wild Wild West
116089678,Notting Hill
140539099,The Blair Witch Project
22858926,Being John Malkovich
163479795,Big Daddy
63366989,She's All That
126943684,The World Is Not Enough
66889043,End of Days
30651422,Dogma
171091819,Tarzan
52885587,Varsity Blues
34580635,Man on the Moon
87704396,Entrapment
23159305,The Iron Giant
65538755,Deuce Bigalow: Male Gigolo
69304264,The Thomas Crown Affair
2060953,Voraz
63844974,Life
32481825,October Sky
28965197,The Insider
60652036,Three Kings
18661336,La ˙ltima puerta
75530832,Any Given Sunday
58220776,Bicentennial Man
66384775,Bowfinger
2840417,eXistenZ: Mundo virtual
11533945,Boys Don't Cry
32698899,The 13th Warrior
3071947,Jawbreaker
66518655,The Bone Collector
116741558,Double Jeopardy
6203044,The Straight Story
14879556,Election
29655590,Mystery Men
10561238,Drop Dead Gorgeous
57545092,The Cider House Rules
31770414,Lake Placid
21133087,Stir of Echoes
91411151,La maldiciÛn
140035367,"Stuart Little, un ratÛn en la familia"
26494611,Blast from the Past
81526121,Payback
16842303,Go
50668906,The Hurricane
36663315,8MM
40846082,House on Haunted Hill
102705852,The General's Daughter
52008288,"South Park: Bigger, Longer & Uncut"
10672566,The Astronaut's Wife
8264530,All About My Mother
1282941,Romance
3308029,Ghost dog - El camino del samurai
15500000,El piso 13
4764741,Mansfield Park
4002955,Idle Hands
8888143,"Mystery, Alaska"
16071990,A Midsummer Night's Dream
10114315,Brokedown Palace
152257509,Runaway Bride
19283782,Summer of Sam
4217115,Detroit Rock City
16640210,Bringing Out the Dead
14276317,The Messenger: The Story of Joan of Arc
17762705,The Rage: Carrie 2
106885658,Analyze This
2205627,But I'm a Cheerleader
52880016,Message in a Bottle
50046268,Stigmata
172107,Pola X
2011254,Better Than Chocolate
1921350,Titus
97403112,Inspector Gadget
4485485,Flawless
17845337,Drive Me Crazy
35168395,For Love of the Game
68518533,Blue Streak
30628981,Superstar
6241697,Dick
60655420,Fantasia 2000
104257,Human Traffic
24362501,Arlington Road
27797271,The Other Sister
39263420,Anna and the King
8276228,The Love Letter
52888180,Forces of Nature
34102780,The Best Man
13038660,Angela's Ashes
10660147,The End of the Affair
16635339,True Crime
4155234,Gloria
22362500,Edtv
34098563,Instinct
31054924,Random Hearts
25047631,The Wood
14010690,Virus
3193102,The Limey
27141959,Baby Geniuses
4741987,A Walk on the Moon
254441,The War Zone
18535191,An Ideal Husband
27067160,The Story of Us
8427204,Play It to the Bone
8406264,Pushing Tin
1644060,Asterix and Obelix vs. Caesar
5095981,Sunshine
4170647,East Is East
13376506,The Deep End of the Ocean
4394936,Simplemente irresistible
4196621,Sweet and Lowdown
33864342,Mickey Blue Eyes
1758780,Holy Smoke
14859394,Music of the Heart
6851636,200 Cigarettes
18653615,Anywhere But Here
8946237,Teaching Mrs. Tingle
368808,The Minus Man
36830057,My Favorite Martian
4956401,Jakob the Liar
10037390,Godzilla 2000
22365133,At First Sight
630779,Ride with the Devil
1954202,Crazy in Alabama
4554569,Mumford
14348123,Tea with Mussolini
10431220,Universal Soldier: The Return
9016377,Trippin'
94591,Jin-Roh: The Wolf Brigade
2800000,Love Stinks
11634458,The Adventures of Elmo in Grouchland
21731001,The Bachelor
43758684,PokÈmon: The Movie 2000
239894,Body Shots
16625807,Muppets from Space
6201757,Topsy-Turvy
7292175,Outside Providence
16459004,Eye of the Beholder
15156200,The Corruptor
417517,8 Ω Women
1810145,The Color of Paradise
10919177,Cookie's Fortune
14378353,Snow Falling on Cedars
216781,Ratcatcher
25651,Best Laid Plans
2049595,Trick
247606,Beau Travail
399793,The Loss of Sexual Innocence
10544143,Three to Tango
97152,Swiri
3150107,The Big Kahuna
3742,Coming Soon
11576087,Wing Commander
12017369,In Dreams
11956538,The King and I
927107,Aimee & Jaguar
14003141,In Too Deep
80226,Julien Donkey-Boy
261475,Rosetta
198238,Kikujiro
175370,Breakfast of Champions
28535768,The Out-of-Towners
5241315,Black & White
474900,Plunkett & Macleane
2899970,Cradle Will Rock
13260050,The Mod Squad
1282084,Jesus' Son
9694105,Dudley Do-Right
6545360,Lost & Found
632617,Grey Owl
10155690,Bats
292152,Rescate explosivo
11614236,The Muse
1434,Terror Firmer
11227940,Chill Factor
206128,Onegin
3676,Suits
18434,A Room for Romeo Brass
15593,Molly
43865,Virtual Sexuality
1708496,The Girl on the Bridge
213253,The Wind Will Carry Us
45703,Splendor
1943649,"Happy, Texas"
3732398,Liberty Heights
140426,Agnes Browne
36025,Whiteboyz
902144,Simpatico
616310,My Life So Far
461493,Marcel Proust's Time Regained
2005094,Hum Saath-Saath Hain: We Stand United
1841,Dead or Alive
3956112,The Winslow Boy
1280090,The Road Home
113495,HumanitÈ
94633,Friends & Lovers
1281176,Tumbleweeds
544538,A Map of the World
12614346,The Omega Code
3609278,Requiem for a Dream
187705427,Gladiator
15070285,American Psycho
113330342,The Patriot
25544867,Memento
30328156,Snatch
115654751,Remember the Titans
95011339,Unbreakable
32534850,Almost Famous
233632142,Cast Away
157299717,X-Men
73209340,Hollow Man
157019771,Scary Movie
39785027,The Beach
155464351,What Lies Beneath
3429045,MalËna
53331147,Final Destination
125305545,Charlie's Angels
68540777,Road Trip
45506619,"O Brother, Where Art Thou?"
101648571,Gone in Sixty Seconds
61334059,The Cell
128078872,"Crouching Tiger, Hidden Dragon"
260044825,How the Grinch Stole Christmas
60883407,Mission to Mars
215409889,Mission: Impossible II
68379000,Bring It On
125595205,Erin Brockovich
2734044,In the Mood for Love
106807667,Miss Congeniality
71509363,Chocolat
182811707,What Women Want
39464775,Little Nicky
124115725,Traffic
60786269,Coyote Ugly
89302687,The Emperor's New Groove
21471685,Battlefield Earth
50863742,The Road to El Dorado
39240659,Pitch Black
44737059,The Replacements
21995263,Billy Elliot
5383834,Amores Perros
27277055,High Fidelity
90570999,"Me, Myself & Irene"
21172,Bootmen
18621249,Best in Show
4184036,Bailando en la oscuridad
137748063,Dinosaur
6946056,Sexy Beast
37879996,Bedazzled
166244045,Meet the Parents
89138076,Scream 3
45010278,Frequency
106834564,Chicken Run
48818921,Men of Honor
182618434,The Perfect Storm
70334258,Shaft
57262492,The Whole Nine Yards
34592089,Thirteen Days
33519628,Pay It Forward
7060876,Quills
46729800,"Dude, Where's My Car?"
33771174,Where the Heart Is
16938179,Boiler Room
35268275,The Flintstones in Viva Rock Vegas
123309890,Nutty Professor II: The Klumps
17174870,Center Stage
57328603,Next Friday
12008642,The Gift
75793305,The Family Man
2554,Feroz
30695227,The Legend of Bagger Vance
77086030,U-571: La batalla del Atl·ntico
37047880,Keeping the Faith
56937502,Shanghai Noon
15527125,All the Pretty Horses
117559438,Big Momma's House
33410,Maelstrom
90464773,Space Cowboys
34604280,The 6th Day
37170488,28 Days
5793,Rape Me
69243859,Vertical Limit
13019253,The Crew
27441122,Love & Basketball
55973336,Romeo Must Die
234259,Chopper
9180275,You Can Count on Me
33022767,Dracula 2000
37752931,Autumn in New York
51804714,Finding Forrester
22751979,Titan A.E.
8279017,Shadow of the Vampire
8735529,Whatever It Takes
15220685,Dungeons & Dragons
26000610,The Adventures of Rocky & Bullwinkle
4221817,Antes que anochezca
61335230,Rules of Engagement
23360779,Reindeer Games
17480890,Red Planet
66957026,102 Dalmatians
13555988,The Little Vampire
139692,Tigerland
15618626,Loser
14218868,Supernova
258691,Bajo sospecha
19389454,Wonder Boys
69691949,The Kid
14967182,Get Carter
32662299,Return to Me
1221261,Nine Queens
26437094,Book of Shadows: Blair Witch 2
882710,The Yards
32598931,Proof of Life
12372410,Ready to Rumble
28927720,The Watcher
35007180,The Skulls
8596914,Pollock
12115757,Saving Grace
3060963,Beautiful
632548,The Crimson Rivers
6055661,The Way of the Gun
34099640,My Dog Skip
13113041,Dr. T & the Women
15911333,Thomas and the Magic Railroad
36050230,Hanging Up
20627372,Boys and Girls
12801190,Highlander: Endgame
1136776,Yi Yi
20035310,Down to You
102622,The Weight of Water
13592872,The Ladies Man
17071230,Small Time Crooks
17872723,The Contender
30208599,The Art of War
2185266,Bamboozled
739583,The Man Who Cried
60020107,Snow Day
2252970,The Dish
30915,Gangster No. 1
76507756,Rugrats in Paris: The Movie
21468807,Leyenda urbana 2
36779296,Bounce
5108820,Gossip
29374178,Bless the Child
1568749,Hamlet
25461,Werckmeister Harmonies
95242,Code Unknown
1523941,Girlfight
1631839,Gun Shy
16779636,Lost Souls
1284646,Cecil B. DeMented
1069156,Together
3050934,Songcatcher
5018450,Woman on Top
30181,Dancing at the Blue Iguana
447750,Brother
10014234,Lucky Numbers
4734235,Duets
43805,Animal Factory
265107,Psycho Beach Party
241816,George Washington
6920692,State and Main
5708,Ed Gein
2303,Songs from the Second Floor
2882062,Tadpole
5217498,The In Crowd
1744858,The Broken Hearts Club: A Romantic Comedy
15427192,Drowning Mona
284291,Love's Labour's Lost
25167270,Nurse Betty
52526,The Million Dollar Hotel
274675,Hey Ram
45554533,The Tigger Movie
327418,Waking the Dead
1143,"Love, Honor and Obey"
356000,Kaho Naa... Pyaar Hai
449482,Lockdown
3041803,The House of Mirth
14904,Vulgar
7027345,Screwed
17052128,PokÈmon 3: The Movie
1111273,Sordid Lives
6543194,I Dreamed of Africa
40361,Committed
15325127,Bait
10494147,Here on Earth
45826,The Monkey's Mask
945041,Timecode
125651,O Fantasma
1050600,Chuck & Buck
21075,The Isle
18223,Devils on the Doorstep
14990582,The Next Best Thing
669258,The Claim
546287,Love & Sex
49464,Vatel
12996,The Specials
116710,Greedy Guts
688510,Happy Accidents
6291602,What Planet Are You From?
25521,Vampire Hunter D: Bloodlust
86132,Water Drops on Burning Rocks
94940,Better Than Sex
1450106,Under the Sand
8867,Come Undone
1439287,Greenfingers
5311177,Bread and Tulips
779137,Panic
151559,About Adam
55381,Beautiful Creatures
729844,Taxi 2 - Alta tensiÛn
1246237,MVP: Most Valuable Primate
4447186,Italiano para principiantes
16239,Restless
8351,Maybe Baby
623791,Fiza
5658940,El asalto
9628751,Digimon: The Movie
3926,Sunset Strip
317575550,Harry Potter and the Sorcerer's Stone
315544750,The Lord of the Rings: The Fellowship of the Ring
37904175,El demonio
7220243,Mulholland Drive
194220,Donnie Darko
10055859,Spirited Away
131144183,Lara Croft: Tomb Raider
170742341,A Beautiful Mind
289916256,"Monsters, Inc."
33225499,AmÈlie
76631907,Training Day
96520674,Legally Blonde
108638745,Black Hawk Down
144533925,The Fast and the Furious
267665011,Shrek
165092268,Hannibal
52990775,Blow
292102,Wet Hot American Summer
180011740,Planet of the Apes
18488314,Super Troopers
183405771,Ocean's Eleven
198542554,Pearl Harbor
96522687,Los otros
52364010,The Royal Tenenbaums
57386607,Amor en rojo
17008282,Rock Star
78616689,A.I. Artificial Intelligence
13622333,Y Tu Mam· TambiÈn
108248956,The Princess Diaries
112719001,Spy Kids
38252284,Not Another Teen Movie
202019785,The Mummy Returns
100614858,Vanilla Sky
56569702,A Knight's Tale
84052762,Atlantis: The Lost Empire
71308997,Scary Movie 2
1490177,Sex and Lucia
31602566,From Hell
71543427,Bridget Jones's Diary
41867960,Thir13en Ghosts
16252765,Original Sin
145103595,American Pie 2
51401758,Enemy at the Gates
45172250,Zoolander
40311852,I Am Sam
1900282,The Piano Teacher
50294317,Serendipity
181171875,Jurassic Park III
58203105,Ali
31252964,Monster's Ball
30059386,Jay and Silent Bob Strike Back
6217849,Ghost World
56618055,Rat Race
14252830,Josie and the Pussycats
50338485,K-PAX
70836296,Shallow Hal
71069884,The Score
31155435,How High
13121555,Jason X
69772969,Swordfish
19719930,The Pledge
378176,Session 9
2892011,Waking Life
226164286,Rush Hour 2
13103828,Frailty
27087695,Joe Dirt
1537670,Bully
66808615,The Mexican
754749,The Devil's Backbone
21973182,Joy Ride
74078174,Along Came a Spider
7494849,The Man Who Wasn't There
91057006,Save the Last Dance
59068786,Behind Enemy Lines
41308615,Gosford Park
5002310,Bubble Boy
38345494,Evolution
11260096,Brotherhood of the Wolf
26871,Juego de espÌas
28734552,Baby Boy
47121859,Kate & Leopold
40334024,Heartbreakers
8434601,Ghosts of Mars
55001642,Don't Say a Word
13596911,Osmosis Jones
25635682,Cocodrilo Dundee en Hollywood
406035,The Believer
25288103,Sweet November
41575141,Bandits
18208078,The Last Castle
20384136,Valentine
60400856,The Wedding Planner
70147,Lagaan: Once Upon a Time in India
488872,Shaolin Soccer
141072,The Experiment
24403552,15 Minutes
24185781,Hearts in Atlantis
3293258,Pootie Tang
103440,Intimidad
27807266,The Majestic
15652637,Life as a House
36845124,Kiss of the Dragon
27338033,Someone Like You...
93607673,America's Sweethearts
30165536,Riding in Cars with Boys
80936232,Jimmy Neutron: Boy Genius
47239,Heist
13903262,Out Cold
93385515,Cats & Dogs
18001232,The Glass House
43905746,The One
16017403,O
302365,Lost and Delirious
11560259,Get Over It
32131830,Final Fantasy: The Spirits Within
19351569,Saving Silverman
114183,Secret Ballot
35930604,In the Bedroom
5204007,Formula 51
4298329,Enigma
19693891,Summer Catch
4013506,The Anniversary Party
1000045,Cowboy Bebop: The Movie
14249005,Freddy Got Fingered
92770,Mean Machine
13276953,Sugar & Spice
5411999,Monkeybone
40219708,Hardball
13729742,The Tailor of Panama
45207112,Domestic Disturbance
32616869,Driven
25543895,Captain Corelli's Mandolin
3029081,Hedwig and the Angry Inch
353743,Buffalo Soldiers
57743062,The Animal
10397365,Head Over Heels
33422806,Black Knight
1096037,The Center of the World
11632420,Knockaround Guys
1059830,Tierra de nadie
16929123,Crazy/Beautiful
15738632,3000 Miles to Graceland
1292119,Iris
