gross,name
27578,North Sea Texas
448139099,The Dark Knight Rises
162805434,Django Unchained
408010692,The Hunger Games
623357910,The Avengers
126477084,Prometheus
303003568,The Hobbit: An Unexpected Journey
65001093,Pitch Perfect
80070736,Jack Reacher
17738570,The Perks of Being a Wallflower
27108272,Cloud Atlas
292298923,The Twilight Saga: Breaking Dawn - Part 2
42073277,The Cabin in the Woods
148809770,Les MisÈrables
45512466,Moonrise Kingdom
304360277,Skyfall
138447667,21 Jump Street
65422625,Battleship
66486205,Looper
95720716,Zero Dark Thirty
155332381,Snow White and the Huntsman
132092958,Silver Linings Playbook
57011521,American Reunion
79727149,Dark Shadows
12816367,Anna Karenina
262030663,The Amazing Spider-Man
21383298,The Place Beyond the Pines
136025503,Argo
687185,The Hunt
113721571,Magic Mike
113203870,The Bourne Legacy
19019882,The Impossible
14123773,Spring Breakers
189422889,Wreck-It Ralph
237283207,Brave
13414714,Dredd
37400127,Lawless
48086903,Sinister
73078100,John Carter
182207973,Lincoln
38518613,Rock of Ages
179020854,Men in Black 3
93772375,Flight
218815487,Ted
16377274,The Master
41003371,End of Watch
124987023,Life of Pi
148313048,Hotel Transylvania
54760791,This Means War
36931089,That's My Boy
125014030,The Vow
54731865,Project X
58877969,Total Recall
47382068,Savages
59650222,The Dictator
15024049,Seven Psychopaths
17061,The First Time
67544505,This Is 40
60457138,The Lucky One
103412758,Rise of the Guardians
83670083,Furia de Titanes 2
103860290,Journey 2: The Mysterious Island
17529157,Terror en Silent Hill 2: la revelaciÛn
126373434,Protegiendo al enemigo
2540106,Ruby Sparks
21590086,Mud
62321039,Underworld Awakening
85017401,The Expendables 2
42345531,Resident Evil: Retribution
78950,Stuck in Love
41152203,What to Expect When You're Expecting
139854287,B˙squeda implacable 2
447954,Bachelorette
64575175,Chronicle
54333290,The Woman in Black
28835528,The Five-Year Engagement
99770,V/H/S
15634090,The Man with the Iron Fists
37519139,Abraham Lincoln: Vampire Hunter
3749061,The Cold Light of Day
31611916,House at the End of the Street
717753,On the Road
11494838,The Words
44806783,Red Dawn
1939441,The Iceman
214030500,The Lorax
16008272,The Raven
2061449,Rust and Bone
18620000,Man on a Ledge
20551,Maniac
6619173,Seeking a Friend for the End of the World
46500,LOL
64935167,Mirror Mirror
1546761,A Royal Affair
14326864,Lockout
56003051,ParaNorman
35763137,Trouble with the Curve
4063238,Frances Ha
26414527,One for the Money
15026056,Killing Them Softly
161321843,Ice Age: Continental Drift
45290318,Here Comes the Boom
52624,Red Lights
376512,Piranha 3DD
17142080,Safe
70012847,Act of Valor
1163508,The Lords of Salem
21660,The ABCs of Death
44338224,The Three Stooges
304318,Stolen
91186,"PasiÛn, un asesinato perfecto"
66528000,Contraband
692640,The Paperboy
17225675,Wanderlust
6739492,Amour
49130154,The Possession
216391482,Madagascar 3: Europe's Most Wanted
35291068,Frankenweenie
35353000,The Watch
586293,To the Wonder
16685867,To Rome with Love
91547205,Think Like a Man
86907746,The Campaign
84293,Byzantium
12412386,People Like Us
4010957,Safety Not Guaranteed
2760,About Cherry
6842058,The Collection
35074677,Step Up Revolution
7435950,Disconnect
51853450,The Odd Life of Timothy Green
318622,Compliance
1517410,Kon-Tiki
7918283,Arbitrage
6008677,Hitchcock
11653123,Gone
102118,Upside Down
20275446,Premium Rush
1059239,Thanks for Sharing
9483821,Bullet to the Head
317190,Liberal Arts
175058,El cÌrculo roto
65804,Deadfall
1378426,Girl Most Likely
3094687,Celeste & Jesse Forever
25888412,Alex Cross
6002451,The Sessions
18119640,Chernobyl Diaries
12795746,Beasts of the Southern Wild
49008662,Diary of a Wimpy Kid: Dog Days
1744,The Samaritan
5132442,The Company You Keep
258656,Great Expectations
743636,CosmÛpolis
13746550,Hit and Run
49876377,Red Tails
14947,Twice Born
3301046,Stand Up Guys
13101142,Playing for Keeps
141307,John Dies at the End
6002756,Chasing Mavericks
87910,Starlet
3325638,Robot & Frank
20113965,Big Miracle
4327763,Much Ado About Nothing
7597898,Promised Land
72140,No One Lives
9402410,Fun Size
354244,En la casa
53921300,Paranormal Activity 4
31051126,The Pirates! Band of Misfits
63536011,Hope Springs
53261944,The Devil Inside
30474,The Bay
1065000,What Maisie Knew
77267296,Parental Guidance
1243961,"For a Good Time, Call..."
119919,Bel Ami
18390117,Quartet
37134215,The Guilt Trip
5460,Universal Soldier: Day of Reckoning
18438149,A Thousand Words
100910,The Magic of Belle Isle
5895238,Casa de mi Padre
30920167,Joyful Noise
2964,Vamps
1631306,Todo lo que necesitas es amor
26345,The Sweeney
375981,Smashed
4930798,The Apparition
20998,Lay the Favorite
2291047,Renoir
35722,Sightseers
304357,The Angels' Share
1035953,Kahaani
9222,If I Were You
968879,Lore
99134,Shadow Dancer
547,Into the White
65653242,Madea's Witness Protection
1005700,Ginger & Rosa
519535,The Reluctant Fundamentalist
1347578,La bicicleta verde
8973,[REC] 3: Genesis
379791,At Any Price
2706375,Talaash
8139,Dracula 3D
526322,Being Flynn
2034,ATM
2343664,No
607327,Not Fade Away
3755,Save the Date
1670773,English Vinglish
200803,Tim and Eric's Billion Dollar Movie
40179,Aftershock
72100,"Farewell, My Queen"
22930,Struck by Lightning
413276,A Hijacking
6367780,Hyde Park on Hudson
1027121,Cocktail
1561577,A Late Quartet
116900694,The Wolf of Wall Street
137400141,The Conjuring
61002302,Prisoners
400738009,Frozen
117723989,Now You See Me
71628180,Mam·
25568251,Her
291045518,Man of Steel
150394119,We're the Millers
144840419,El gran Gatsby
2199675,Blue Is the Warmest Color
785669,NinfomanÌa: primera parte
101802906,Pacific Rim
1007088,Enemigos idÈnticos
424668047,The Hunger Games: Catching Fire
150117807,American Hustle
274092705,Gravity
56671993,12 Years a Slave
228778661,Star Trek Into Darkness
409013994,Iron Man 3
98925640,Olympus Has Fallen
89021735,Oblivion
27298285,Dallas Buyers Club
15322921,About Time
202359711,World War Z
46000903,Gangster Squad
125095601,Lone Survivor
35266619,Carrie
206362140,Thor: The Dark World
26947624,Rush
101470202,This Is the End
4563650,El expreso del miedo
64473115,La noche de la expiaciÛn
238679850,Fast & Furious 6
7192291,The Green Inferno
133668525,Grown Ups 2
28795985,Kick-Ass 2
258366855,The Hobbit: The Desolation of Smaug
19452138,Beautiful Creatures
16973715,The Counsellor
54239856,Evil Dead
58236838,The Secret Life of Walter Mitty
93050117,Elysium
26004851,The World's End
159582188,The Heat
36918811,The Family
2605039,Under the Skin
368061265,Despicable Me 2
24477704,Don Jon
31165421,The Mortal Instruments: City of Bones
2162593,Old Boy
55703475,Hansel y Gretel: Cazadores de brujas
71349120,Safe Haven
122523060,G.I. Joe: Retaliation
8828771,Movie 43
326983,NinfomanÌa: segunda parte
25132228,Escape Plan
61737191,Ender's Game
11326836,Out of the Furnace
27695246,Oculus
49875291,Pain & Gain
1702277,Stoker
187168425,The Croods
12050299,The Last Stand
68877,Coherence
132556852,The Wolverine
66380662,Warm Bodies
34341945,Texas Chainsaw 3D
107100855,Captain Phillips
6851969,The Spectacular Now
112200072,The Hangover Part III
44672764,The Internship
164480,Horns
89302115,The Lone Ranger
234911825,Oz the Great and Powerful
317125,Adore
268492764,Monsters University
778565,SÛlo Dios perdona
73103784,White House Down
3452117,What If
85433,The Best Offer
83586447,Insidious: Chapter 2
32172757,Side Effects
68559554,Percy Jackson: Sea of Monsters
1361423,Locke
53262560,RED 2
16170632,Begin Again
42025135,Riddick
26627201,The Host
34321,Filth
95001343,42
67349198,A Good Day to Die Hard
60522097,After Earth
21501098,The Way Way Back
38362475,47 Ronin
33405481,Blue Jasmine
116632095,Lee Daniels' The Butler
19783777,Homefront
37738503,August: Osage County
65187603,Jack the Giant Slayer
33618855,R.I.P.D.
25682380,21 & Over
10880926,Dead Man Down
13235319,Inside Llewyn Davis
2852400,The Great Beauty
8008161,Machete Kills
1879534,SÛlo los amantes sobreviven
83301580,Saving Mr. Banks
134506920,Identity Thief
2319187,Trance
75612460,2 Guns
48022,Young & Beautiful
32514,I Give It a Year
16117443,Jobs
8114627,Before Midnight
42930462,Snitch
356582,Lovelace
5841046,The Bling Ring
21784432,The Big Wedding
17609982,Parker
21488481,The Book Thief
127352707,Anchorman 2: The Legend Continues
71017784,The Smurfs 2
51872378,The Call
258113,Blue Ruin
1161089,Romeo & Juliet
441,I Spit on Your Grave 2
22525921,The Incredible Burt Wonderstone
1010414,Short Term 12
219438,The Zero Theorem
1290312,The Kings of Summer
63914167,Last Vegas
342936,Drinking Buddies
750100,Palo Alto
10726630,Belle
1029949,Kill Your Darlings
200268,The Double
4105,Contracted
32015787,Scary Movie 5
387606,Ain't Them Bodies Saints
37707719,Philomena
19316646,Runner Runner
6263670,All Is Lost
17654912,Nebraska
444098,Upstream Color
17536788,Enough Said
1019038,Amores infieles
107518682,Epic
30664106,Delivery Man
3447339,The To Do List
125687,Europa Report
17411930,Dark Skies
13362308,Labor Day
21833,V/H/S/2
34956,Redemption
119793567,Cloudy with a Chance of Meatballs 2
49494,The Canyons
5209580,Se levanta el viento
3254172,The Fifth Estate
19701164,Broken City
2013456,The Immigrant
16097842,Fruitvale Station
4435083,Un pasado imborrable
7376027,Paranoia
29807260,Grudge Match
331634,Diana
83028128,Turbo
2151202,Austenland
16740,Adult World
40041683,A Haunted House
9039,The Sacrament
60213,How I Live Now
90288712,Planes
76633,We Are What We Are
102003019,Bad Grandpa
174496,Afternoon Delight
373375,Joe
27713,Killing Season
3763973,Fading Gigolo
1359563,Gimme Shelter
34100,Starred Up
508806,Tracks
420266,In Secret
4288,Anna
1367846,I'm So Excited!
100144,Man of Tai Chi
2268296,The East
15324,Breathe In
7973,Charlie Countryman
41229,Blood Ties
342183,La piel de Venus
86796,Knights of Badassdom
3827060,Ida
1083762,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
6787,Welcome to the Punch
40040,CBGB
518134,Dom Hemingway
1429534,Queen
1234254,The Invisible Woman
59437,Zonas h˙medas
652355,Parkland
357000,Walking with the Enemy
44467206,Instructions Not Included
4231500,The Lunchbox
2962542,In a World...
38361,Concussion
8323085,Mandela: Long Walk to Freedom
1506975,The Tale of the Princess Kaguya
51975354,Temptation: Confessions of a Marriage Counselor
23838,The Last Days on Mars
18058,Journey to the West
323032,Jimi: All Is by My Side
6594959,The Grandmaster
70525195,The Best Man Holiday
2137,Pawn
61446,The Art of the Steal
137815,The Congress
1013945,Stalingrad
261695,Life of Crime
1330596,El pasado
128261724,Kingsman: The Secret Service
188020017,Interstellar
333176600,Guardians of the Galaxy
25442958,Ex Machina
167767189,Gone Girl
43037835,John Wick
59100318,The Grand Budapest Hotel
13092000,Whiplash
102427862,The Maze Runner
84273813,Annabelle
14673301,It Follows
150947895,Divergent
91125683,The Imitation Game
208545589,Dawn of the Planet of the Apes
100206256,Edge of Tomorrow
101530738,The Equalizer
245439076,Transformers: Age of Extinction
191719337,22 Jump Street
85817906,Fury
124872350,The Fault in Our Stars
42340598,Birdman or (The Unexpected Virtue of Ignorance)
32381218,Nightcrawler
233921534,X-Men: Days of Future Past
924279,The Babadook
350126372,American Sniper
259766572,Captain America: The Winter Soldier
257760692,The Lego Movie
55007,El payaso del mal
126663600,Lucy
202853933,The Amazing Spider-Man 2
222527828,Big Hero 6
241410378,Maleficent
101200044,Noah
35893537,The Theory of Everything
255119788,The Hobbit: The Battle of the Five Armies
72688614,Hercules
23219748,Pompeya
337135885,The Hunger Games: Mockingjay - Part 1
6105175,The Interview
39322544,The Expendables 3
3107072,Relatos salvajes
45089048,El dador de recuerdos
3333000,Entrevista con unos vampiros
106580051,300: Rise of an Empire
1410915,99 Homes
1822030,Testament of Youth
68372,Predestination
83911193,The Other Woman
200676069,Godzilla
128002372,Into the Woods
30640336,Chef
65014513,Exodus: Gods and Kings
14893,Tal vez es para siempre
43139300,A Million Ways to Die in the West
13757804,Sin City: A Dame to Kill For
56280355,Dracula Untold
115637895,Unbroken
17223265,Seventh Son
31537320,Unfriended
89256424,B˙squeda implacable 3
46294610,Blended
26761283,The Best of Me
25379975,Boyhood
85911262,Annie
38543473,Sex Tape
8110975,Inherent Vice
9168,Honeymoon
50577412,Jack Ryan: Shadow Recruit
37880356,Wild
1821983,Tusk
43577636,Need for Speed
50151543,The Book of Life
150157400,Neighbors
58607007,RoboCop
113746621,Night at the Museum: Secret of the Tomb
10724389,The Drop
50474843,If I Stay
177002924,How to Train Your Dragon 2
37047,Before We Go
322600,The Guest
191204754,Teenage Mutant Ninja Turtles
18848538,The Legend of Hercules
7791146,Vampire Academy
23022309,Transcendence
334658,I Origins
12096300,Foxcatcher
44134898,St. Vincent
5981749,El penthouse
33631221,The Gambler
26049082,That Awkward Moment
14479776,Big Eyes
71962800,12 horas para sobrevivir
92168600,Non-Stop
47602194,Into the Storm
47119388,The Judge
86208010,Dumb and Dumber To
39751,Walk of Shame
21197315,"As Above, So Below"
82390774,Let's Be Cops
54445357,Horrible Bosses 2
5740310,A Most Violent Year
34290142,This Is Where I Leave You
30577122,Deliver Us from Evil
22451,Winter's Tale
2963012,Before I Go to Sleep
23393765,Endless Love
10506939,Magic in the Moonlight
176305,Serena
30697999,3 Days to Kill
54240821,The Hundred-Foot Journey
26307600,A Walk Among the Tombstones
3492754,Mommy
139511,A Brilliant Young Mind
18754371,Still Alice
78031620,The Monuments Men
1168902,Goodnight Mommy
551609,A Little Chaos
600896,The Signal
76223578,Paddington
1873547,Cake
2625803,The Raid 2
50856010,Ouija
19075290,"I, Frankenstein"
52076908,Selma
88460,Enredos en Broadway
644906,Frank
1358561,Fuerza mayor
2428883,The Homesman
2436062,Pawn Sacrifice
506067,The Two Faces of January
13998282,Left Behind
8163,Zombeavers
15600,Two Night Stand
17237244,A Most Wanted Man
10616104,PK
116400,5 to 7
5000,La salvaciÛn
80015,Heaven Knows What
1121961,HÈctor y el secreto de la felicidad
12547189,Love & Mercy
83348920,Penguins of Madagascar
1171559,Black Sea
10508518,Sabotage
347648,Mapa a las estrellas
2450846,Kill the Messenger
28831145,Draft Day
1092800,Leviathan
511635,The One I Love
461162,"Men, Women & Children"
7574066,While We're Young
55749,Cooties
60755732,God's Not Dead
14904384,Step Up All In
111506430,Mr. Peabody & Sherman
857522,Song of the Sea
20285518,Fortaleza prohibida
3319109,Veronica Mars
3593460,Calvary
66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
4190530,Promesa de Vida
24984868,The November Man
316842,Good Kill
43282,Lost River
64251541,Locos por las nueces
106869,Escobar
1268760,'71
33518,Una SeÒal En La Tormenta
17382982,Addicted
131538435,Rio 2
47034272,Jersey Boys
3588432,Wish I Was Here
4404154,Dear White People
84525432,Tammy
1811138,Las nubes de MarÌa
2783970,Saving Christmas
137945,The Last Five Years
134938200,Ride Along
1436243,"Two Days, One Night"
440338,Laggies
50837305,The Boxtrolls
80315,Life After Beth
14618727,Beyond the Lights
18238,The Little Death
23840,Kill Me Three Times
25277561,Top Five
8129,Just Before I Go
414623,Cold in July
2716989,Una buena mentira
48949,Spring
36447959,Million Dollar Arm
9837,Camp X-Ray
16909,Big Game
15155772,And So It Goes
48817,The Bag Man
49284,In Order of Disappearance
1109199,The Rover
10429707,Moms' Night Out
27166,The Keeping Room
65182182,Think Like a Man Too
48637684,About Last Night
32630,The Duke of Burgundy
5565,Kid Cannabis
26496583,The Woman in Black 2: Angel of Death
37440,Rudderless
51183113,Muppets Most Wanted
38916903,Earth to Echo
10230,Trash
52543632,No Good Deed
30127963,When the Game Stands Tall
150564,The Tribe
9134,13 Sins
91443253,Heaven Is for Real
765127,El recuerdo de Marnie
72273,Better Living Through Chemistry
17329486,A Haunted House 2
11766,Barefoot
585640,The Disappearance of Eleanor Rigby: Them
8496112,The Quiet Ones
104401,God's Pocket
13093,A Long Way Down
936662225,Star Wars: The Force Awakens
153636354,Mad Max: Fury Road
54117416,The Hateful Eight
155190832,San Andreas
46889293,Sicario
166167230,Fifty Shades of Grey
89760956,Terminator Genisys
183637894,Revenant: El Renacido
228433663,The Martian
81670090,Maze Runner: The Scorch Trials
200074175,Spectre
652270625,Jurassic World
25138292,The Witch
14677654,La habitaciÛn
201151353,Cinderella
70259870,The Big Short
1872994,Legend
110825712,Spy
459005868,Avengers: Age of Ultron
93436322,Tomorrowland
45445109,The Man from U.N.C.L.E.
12706393,The Danish Girl
356461711,Inside Out
47387723,Jupiter Ascending
36336,Knock Knock
45055776,Spotlight
12711491,Carol
195042377,MisiÛn: imposible 5 - NaciÛn secreta
353007020,Furious 7
8699235,La langosta
184296230,Pitch Perfect 2
13650738,Burnt
43482270,Everest
180202163,Ant-Man
161197785,Straight Outta Compton
281723902,The Hunger Games: Mockingjay - Part 2
65206105,The Visit
42478175,The Age of Adaline
62575678,Black Mass
31056945,Crimson Peak
52421953,Revancha
231703,The Invitation
2021399,The Dressmaker
109767581,Creed
130179072,Insurgent
22464430,Hitman: Agent 47
34017854,The DUFF
110212700,Esta chica es un desastre
43771291,The Gift
28782481,Punto de quiebre
169700110,Hotel Transylvania 2
150357137,Daddy's Home
643557,The Stanford Prison Experiment
72313754,Bridge of Spies
17750583,Steve Jobs
58884188,Vacation
27367660,The Last Witch Hunter
56117548,Fantastic Four
53862963,Focus
75764672,The Intern
31569268,Chappie
38317535,Brooklyn
336045770,Minions
20991497,Aloha
1978592,Demolition
66013057,Magic Mike XXL
3219029,Green Room
37432299,The Longest Ride
25020758,In the Heart of the Sea
56451232,Joy
78747585,Pixels
32000304,Paper Towns
34531832,Concussion
90411453,Get Hard
81476385,Ted 2
1477002,The Diary of a Teenage Girl
80080379,Goosebumps
9244565,Hardcore: MisiÛn extrema
2698509,Youth
3635292,Scouts Guide to the Zombie Apocalypse
1206135,Crimenes ocultos
35088320,Pan
1108247,Macbeth
558402,Knight of Cups
52218558,La noche del demonio: Capitulo 3
434640,Bajo la arena
27285953,No Escape
12276810,Self/less
25369,Mr. Right
814775,Sleeping with Other People
3358518,Un hombre gruÒÛn
20180155,Secret in Their Eyes
43035725,The Night Before
123087120,The Good Dinosaur
54734,Regression
177397510,Home
10137502,The Walk
5775076,Victor Frankenstein
19980,The Blackcoat's Daughter
42592530,Krampus
6743776,Me and Earl and the Dying Girl
343139,High-Rise
1512815,Jane Got a Gun
16027866,El transportador recargado
32361416,Entourage
17474107,Dope
26442251,Run All Night
4715819,True Story
1982505,A Bigger Splash
12229314,Far from the Madding Crowd
531009,Frente al mar
18700837,Eye in the Sky
32095,Equals
64460211,The Wedding Ringer
3866794,The Man Who Knew Infinity
3590010,We Are Your Friends
83861,Beasts of No Nation
87044645,Sisters
80809,Tale of Tales
14434604,American Ultra
33305037,Woman in Gold
6438,Into the Forest
3442820,Anomalisa
22331028,Project Almanac
4027764,Irrational Man
10640645,The Gunman
35385560,The Boy Next Door
176637,La ˙ltima ola
7605668,Mortdecai
7857741,Trumbo
27736779,Sinister 2
1339152,El principito
615654,The Bronze
47425125,Poltergeist
29467855,A Walk in the Woods
12188642,Los 33
162994032,The SpongeBob Movie: Sponge Out of Water
20083,The Sea of Trees
701837,Tangerine
7097125,Blackhat
667476,Born to Be Blue
85886987,Alvin and the Chipmunks: The Road Chip
16458,Blackway
1100000,The Overnight
14443077,"Hello, My Name Is Doris"
34507079,Hot Pursuit
6998324,Our Brand Is Crisis
187112,Maggie
67790117,War Room
2541554,ConspiraciÛn y poder
739478,Drishyam
2461121,Mistress America
118483,Z for Zachariah
45650,Girl Asleep
26822144,Ricki and the Flash
2184640,Jem and the Holograms
4693356,Suffragette
42652003,Max
637555,Remember
6738000,Baahubali: The Beginning
25799043,The Lazarus Effect
3351230,Maggie's Plan
98818,The Lure
50000,Turbo Kid
44469602,"McFarland, USA"
143656,Manifesto
74068,Dragon Blade
140779,Krisha
17737646,Mr. Holmes
5249,The Girl in the Book
1828933,Desierto
26284475,Love the Coopers
2254,Jenny's Wedding
130178411,The Peanuts Movie
2679437,Ip Man 3
4267,Synchronicity
5348317,Danny Collins
57017904,The Perfect Guy
845464,Mustang: belleza salvaje
12427046,Strange Magic
240067,The Family Fang
1777043,El hijo de Sa˙l
1646468,I Saw the Light
1162653,Miss You Already
66371,3 Generations
17472,Strangerland
8967,The Hallow
26376,The Daughter
71038190,Paul Blart: Mall Cop 2
10017675,The Lady in the Van
89182,El nuevo nuevo testamento
12282677,Hot Tub Time Machine 2
18300124,Paranormal Activity: The Ghost Dimension
2647377,Chi-Raq
129747,Mississippi Grind
33078266,The Second Best Exotic Marigold Hotel
208799,Una sonrisa a la vida
10214013,Unfinished Business
532988,Freeheld
2557668,Captive
2993669,The End of the Tour
660994,The D Train
155075,Experimenter
229094,Slow West
41866,Closet Monster
449523,Attack on Titan: Part 1
161789,M·s fuerte que las bombas
128002,Cop Car
1329249,Embrace of the Serpent
4250507,45 Years
569381,Una historia de amor y oscuridad
19375982,Shaun the Sheep Movie
4265673,The Meddler
2982281,Rock the Kasbah
613556,The Assassin
6420319,El gran pequeÒo
7425963,I'll See You in My Dreams
1712111,The Vatican Tapes
4700361,90 Minutes in Heaven
35034,Summertime
177680,The Bad Batch
54645723,Assassin's Creed
151101803,La La Land
325100054,Suicide Squad
270329045,Sing
234037575,Fantastic Beasts and Where to Find Them
248757044,Moana
93381044,The Magnificent Seven
86198014,The Accountant
8574339,The Lost City of Z
10639114,Nocturnal Animals
169380936,Hidden Figures
100546139,Arrival
153707064,Trolls
532177324,Rogue One
67115062,Hasta el ˙ltimo hombre
363070709,Deadpool
138141585,Split
100014699,Passengers
330360194,Batman v Superman: Dawn of Justice
158848340,Star Trek Beyond
5017246,Your name
232641920,Doctor Strange
51694854,Lion
408084349,Captain America: Civil War
102470008,The Conjuring 2
56245075,Me Before You
75311445,The Girl on the Train
155442489,X-Men: Apocalypse
47695120,Manchester by the Sea
341268248,Zootopia
40069087,Allied
26830068,Resident Evil: The Final Chapter
27850912,Moonlight
89210468,Don't Breathe
26862450,Hell or High Water
66002193,Allegiant
87242834,Miss Peregrine's Home for Peculiar Children
7079191,Silence
162434410,Jason Bourne
14260193,The Edge of Seventeen
12785093,The Founder
126643061,The Legend of Tarzan
30348260,Underworld: Blood Wars
7222964,Gold
508425,Voraz
36261763,The Nice Guys
3730982,A Monster Calls
2005473,The Handmaiden
125070033,Sully
113257297,Bad Moms
12760985,Leap!
8106986,A Cure for Wellness
45157105,The Great Wall
43017433,War Dogs
60269575,Why Him?
13958679,Jackie
10377558,Live by Night
368384330,La vida secreta de tus mascotas
31153464,Gods of Egypt
14896798,Keeping Up with the Joneses
58399160,Jack Reacher: Sin regreso
3021345,Ella es un monstruo
97661826,Sausage Party
52853219,13 Hours
30982955,Collateral Beauty
5875006,Captain Fantastic
34343574,Inferno
5300675,Paris Can Wait
3439171,Sola contra el poder
128344089,Ghostbusters
71897215,10 Cloverfield Lane
38562379,Nerve
47365290,Warcraft: The Beginning
46007113,Mike and Dave Need Wedding Dates
65075540,Los ilusionistas 2
364001123,The Jungle Book
1333124,El demonio neÛn
61284947,Horizonte profundo
55121623,The Shallows
57642961,Fences
15785632,Eddie the Eagle
10164675,The Belko Experiment
31886361,DÌa del atentado
67235683,Lights Out
21587519,Snowden
1032942,Certain Women
486295561,Finding Dory
47952020,The Huntsman: Winter's War
1798472,Free Fire
606989,The Exception
12545979,The Light Between Oceans
103144286,Independence Day: Resurgence
127440871,Central Intelligence
3912052,Morgan
10907291,Pride and Prejudice and Zombies
26384681,Ben-Hur
14268533,Criminal
19025,Carrie Pilby
15425870,The Infiltrator
2129768,EstaciÛn Zombie: tren a Busan
35537564,Dirty Grandpa
72655779,Storks
3595841,Their Finest
1305195,Personal Shopper
17356894,Masterminds
1007759,Lady Macbeth
4208879,Swiss Army Man
34912982,The 5th Wave
18709066,The Choice
82051601,Teenage Mutant Ninja Turtles: Out of the Shadows
62524260,London Has Fallen
34904885,Ouija: Origin of Evil
12391761,Dangal
55291815,Neighbors 2: Sorority Rising
48023088,Kubo and the Two Strings
24252420,El bebÈ de Bridget Jones
12626905,Triple 9
30080225,"Hail, Caesar!"
35794166,The Boy
4847865,Bleed for This
11103205,CafÈ Society
77042381,Alice Through the Looking Glass
27370107,Florence Foster Jenkins
3707794,Midnight Special
2141423,Paterson
79003080,The Purge: Election Year
3233839,Sing street; este es tu momento
6864016,The Brothers Grimsby
5202582,Hunt for the Wilderpeople
64063008,Ice Age: Collision Course
1478960,Toni Erdmann
28848693,Zoolander 2
662786,American Honey
3369431,Everybody Wants Some!!
21203260,El especialista: La resurrecciÛn
33370166,Monster Trucks
320725,Chuck
54730514,Office Christmas Party
5663855,20th Century Women
55483770,The BFG
27550735,The Finest Hours
9393835,Popstar: Never Stop Never Stopping
46813366,How to Be Single
6139048,Maudie
6883951,Presencia siniestra
785405,The Wailing
3847290,Sleight
3810812,Norman
150372,The Void
107509366,The Angry Birds Movie
779820,31
1658706,The Comedian
1721524,Billy Lynn's Long Halftime Walk
76204454,Pete's Dragon
41012075,Money Monster
20758378,Free State of Jones
259412,Wakefield
2959288,Anthropoid
32463917,Mother's Day
3647836,Rules Don't Apply
143528619,Kung Fu Panda 3
8834,Dead Awake
7696098,Loving
6155650,Lowriders
541457,El fin del sueÒo americano
1908028,Shin Godzilla
73159525,Boo! A Madea Halloween
50381,In a Valley of Violence
26583369,The Forest
23049575,Whiskey Tango Foxtrot
3771397,Max Steel
72622,Buster's Mal Heart
258168,"I, Daniel Blake"
920057,La tortuga roja
35070,A Street Cat Named Bob
1358018,Genius
3901302,A United Kingdom
15858754,The Birth of a Nation
20747013,La bruja de Blair
4198126,A Hologram for the King
4711736,Manos de piedra
19637449,Mi pap· es un gato
3402067,El cliente
70,Pet
2280004,Collide
20566327,Keanu
61693523,Miracles from Heaven
198493,White Girl
63034755,The Boss
17664973,Bad Santa 2
938875,Neruda
13557,Till We Meet Again
685143,Mr. Church
9093856,Meet the Blacks
28505,King Cobra
2411580,The Disappointments Room
4072226,Denial
39000,The Take
59573085,My Big Fat Greek Wedding 2
41715860,Almost Christmas
2987063,The Other Side of the Door
880474,Frantz
4790573,Incarnate
233569,Kingsglaive: Final Fantasy XV
166827,Complete Unknown
3399841,Indignation
10732841,The Darkness
14013564,Love & Friendship
1016872,The Hollars
3152725,Our Kind of Traitor
19985196,Middle School: The Worst Years of My Life
23020,Goat
228894,The Love Witch
36874745,Risen
4750497,Absolutely Fabulous: The Movie
28368,Mothers and Daughters
3775000,Batman: The Killing Joke
25981,The Eyes of My Mother
37757,From the Land of the Moon
